image$caption
synthetic_image_1.png$[{'id': 'a3ddb713-49f0-41b9-b47e-3abaf9d85d69', 'keypoint': {'x': 336, 'y': 427}, 'name': 'yellow'}, {'id': '270d08af-dcda-4ef4-9b2e-299636ae5116', 'keypoint': {'x': 574, 'y': 599}, 'name': 'yellow'}, {'id': 'd5e6aed8-0be4-4275-93f2-eb195fb6a96b', 'keypoint': {'x': 578, 'y': 428}, 'name': 'yellow'}, {'id': '21e8c75b-425a-4e84-b0a9-5f1ea7dedcfa', 'keypoint': {'x': 155, 'y': 464}, 'name': 'orange'}, {'id': '25d5a827-3052-4387-8eb5-8007a83903b4', 'keypoint': {'x': 639, 'y': 555}, 'name': 'orange'}, {'id': 'b1bca2c9-6148-4cb4-8a46-5cd065c17892', 'keypoint': {'x': 591, 'y': 420}, 'name': 'blue'}, {'id': '2a7dff48-b087-485a-b48b-493299258227', 'keypoint': {'x': 573, 'y': 593}, 'name': 'blue'}, {'id': '18b7f3f0-0d60-45c1-87a4-12f122500ee5', 'keypoint': {'x': 542, 'y': 389}, 'name': 'blue'}, {'id': '9cd49068-2501-47ac-9b65-abda51da14c9', 'keypoint': {'x': 104, 'y': 627}, 'name': 'green'}, {'id': '30360cfd-ef73-4efc-beac-ee567dce7239', 'keypoint': {'x': 335, 'y': 568}, 'name': 'green'}]
synthetic_image_2.png$[{'id': '7d6dfce5-a376-49e6-b72a-e5d95ba37984', 'keypoint': {'x': 409, 'y': 544}, 'name': 'green'}, {'id': '16c61caf-d57b-4193-ada6-e86947fd7344', 'keypoint': {'x': 628, 'y': 364}, 'name': 'yellow'}, {'id': '7586ad3c-8845-4be5-b4cc-bcc9b05248f9', 'keypoint': {'x': 400, 'y': 371}, 'name': 'yellow'}, {'id': 'ccdc9a53-d54d-4bc0-bebb-c0fe684262be', 'keypoint': {'x': 116, 'y': 476}, 'name': 'green'}, {'id': '6ad85a3a-e45f-490f-a93c-dac0e215d7a3', 'keypoint': {'x': 419, 'y': 600}, 'name': 'blue'}, {'id': 'cf79b138-1ea7-4450-84bb-f9a8e2edd4a0', 'keypoint': {'x': 191, 'y': 399}, 'name': 'yellow'}, {'id': '9638c1a8-3cda-4a96-9f4e-61836e8b1b25', 'keypoint': {'x': 60, 'y': 559}, 'name': 'yellow'}, {'id': 'b5dee422-8da2-4529-905c-abe88283fc4f', 'keypoint': {'x': 715, 'y': 488}, 'name': 'blue'}, {'id': 'e7b8fe7f-e756-46c1-a790-5ae8687afe94', 'keypoint': {'x': 427, 'y': 460}, 'name': 'green'}, {'id': '9c5e7f57-1f0a-4b52-ad78-a9503579a72e', 'keypoint': {'x': 330, 'y': 582}, 'name': 'yellow'}]
synthetic_image_3.png$[{'id': '40523672-99e1-4730-aa83-1bd2fc1b9c7d', 'keypoint': {'x': 338, 'y': 621}, 'name': 'yellow'}, {'id': 'e0c7ef04-0b5b-46d5-aa9c-133a414dd206', 'keypoint': {'x': 678, 'y': 442}, 'name': 'green'}, {'id': 'ccf05608-8de0-49e6-9f71-73ddc04ff3d7', 'keypoint': {'x': 473, 'y': 614}, 'name': 'green'}, {'id': '35e53079-2f54-4880-a2f6-9a691ee214f3', 'keypoint': {'x': 295, 'y': 453}, 'name': 'orange'}, {'id': '1672f72b-6a88-48ee-a3c3-194682ff97ba', 'keypoint': {'x': 137, 'y': 619}, 'name': 'yellow'}, {'id': '46cf76b2-ea4a-47bf-b961-171a7d2f8940', 'keypoint': {'x': 292, 'y': 416}, 'name': 'blue'}, {'id': 'a8bf310d-99e7-48a6-b713-223ca73b96ac', 'keypoint': {'x': 579, 'y': 386}, 'name': 'green'}, {'id': '17e6957b-9d48-4186-ba25-521d59fb4de4', 'keypoint': {'x': 477, 'y': 376}, 'name': 'yellow'}, {'id': '649380ca-2cb0-4986-b1ce-634cf630bd52', 'keypoint': {'x': 353, 'y': 605}, 'name': 'blue'}, {'id': 'd32ea5b0-8873-4bfd-9e15-8bec88806dd3', 'keypoint': {'x': 523, 'y': 445}, 'name': 'green'}]
synthetic_image_4.png$[{'id': '77426ed0-6e75-4d1f-ad47-7ad284e3bb22', 'keypoint': {'x': 85, 'y': 616}, 'name': 'blue'}, {'id': '0c51b3bc-3894-4181-b252-61ce31daa8e0', 'keypoint': {'x': 481, 'y': 602}, 'name': 'blue'}, {'id': '0fa5c8b4-c6c3-4503-b300-a5bbd9be63d4', 'keypoint': {'x': 35, 'y': 410}, 'name': 'blue'}, {'id': 'e20f5f72-c289-4c29-b9dc-fa59b3a2cbc0', 'keypoint': {'x': 453, 'y': 474}, 'name': 'orange'}, {'id': '532e69df-357a-460f-928e-034beef0dde1', 'keypoint': {'x': 78, 'y': 589}, 'name': 'blue'}, {'id': '435e0cc9-a76b-46a4-97f3-9dd0ebadbb5d', 'keypoint': {'x': 222, 'y': 416}, 'name': 'blue'}, {'id': '712a0a0f-e1d1-4632-9eb0-43935f4719c2', 'keypoint': {'x': 88, 'y': 437}, 'name': 'orange'}, {'id': 'dff6ae2d-9d4d-41e9-8764-87f4120ec7cd', 'keypoint': {'x': 320, 'y': 404}, 'name': 'yellow'}, {'id': 'd28f7897-2a9f-4161-9ffb-f075b4100515', 'keypoint': {'x': 287, 'y': 493}, 'name': 'blue'}, {'id': 'e6ac9fbd-6753-4a9c-b97f-1602536b91ab', 'keypoint': {'x': 315, 'y': 431}, 'name': 'yellow'}]
synthetic_image_5.png$[{'id': '880e2ab9-b393-4775-a81c-2c2101d497c8', 'keypoint': {'x': 261, 'y': 565}, 'name': 'blue'}, {'id': '38d140f2-9e17-42a4-8f9f-1d16139fd0a6', 'keypoint': {'x': 173, 'y': 412}, 'name': 'blue'}, {'id': '3ece62e6-8191-4598-a582-8b831519b411', 'keypoint': {'x': 608, 'y': 393}, 'name': 'green'}, {'id': '73e6bb5b-8ec6-4cd0-919e-a44637ca2484', 'keypoint': {'x': 666, 'y': 379}, 'name': 'blue'}, {'id': '6328bc2a-cbd9-4a42-9c3c-77ced725f1ec', 'keypoint': {'x': 656, 'y': 366}, 'name': 'blue'}, {'id': '109b65a6-cf31-4426-8801-19ada12def88', 'keypoint': {'x': 38, 'y': 462}, 'name': 'green'}, {'id': 'e79735e9-fc17-4434-851d-04341c7d0210', 'keypoint': {'x': 108, 'y': 537}, 'name': 'orange'}, {'id': 'a35c9a3e-0be1-4d38-987f-8d8ceedeb990', 'keypoint': {'x': 14, 'y': 371}, 'name': 'orange'}, {'id': 'a8271734-1663-4c91-8f82-7bbd92dc6c4b', 'keypoint': {'x': 484, 'y': 476}, 'name': 'green'}, {'id': 'c1b2cf87-ee6f-4d16-95bd-ce035b8116eb', 'keypoint': {'x': 286, 'y': 622}, 'name': 'orange'}]
synthetic_image_6.png$[{'id': '55da08ed-73a5-4851-a41a-32791c00bb07', 'keypoint': {'x': 543, 'y': 592}, 'name': 'blue'}, {'id': '138af98a-e71c-41bf-aab0-1c459becc793', 'keypoint': {'x': 655, 'y': 416}, 'name': 'yellow'}, {'id': 'ba99330a-ba38-48ea-8de6-1928bbd816d0', 'keypoint': {'x': 694, 'y': 454}, 'name': 'yellow'}, {'id': '8ffd6439-32bf-49e8-8dad-999dff375c2f', 'keypoint': {'x': 601, 'y': 561}, 'name': 'blue'}, {'id': 'a701c7b4-4e89-472a-9833-d430ae2b6cfa', 'keypoint': {'x': 346, 'y': 625}, 'name': 'green'}, {'id': 'cebb485b-395d-442a-a986-ec4091f9ab1c', 'keypoint': {'x': 305, 'y': 613}, 'name': 'yellow'}, {'id': '4ffe4c18-c3b0-4d54-a461-fe508c026e0a', 'keypoint': {'x': 629, 'y': 494}, 'name': 'orange'}, {'id': '02c77880-367f-4e27-a2d0-17f935dfe7d0', 'keypoint': {'x': 189, 'y': 463}, 'name': 'blue'}, {'id': '24fa7b22-dc42-4b0b-b9a5-a2acc77a53f0', 'keypoint': {'x': 417, 'y': 434}, 'name': 'orange'}, {'id': '804d70b0-82f3-4edd-ad91-8a7a1bef9177', 'keypoint': {'x': 476, 'y': 542}, 'name': 'green'}]
synthetic_image_7.png$[{'id': 'fc35758f-7b5c-4811-9d81-35be6a354ec3', 'keypoint': {'x': 358, 'y': 592}, 'name': 'orange'}, {'id': 'f9ce199d-38e3-42a5-b6c5-b35a2344c159', 'keypoint': {'x': 111, 'y': 592}, 'name': 'blue'}, {'id': 'd2fd83d5-d01b-45e8-80f5-1030cd58bf94', 'keypoint': {'x': 301, 'y': 515}, 'name': 'yellow'}, {'id': '6d6adf40-176c-4410-901a-d9880ec22e78', 'keypoint': {'x': 43, 'y': 580}, 'name': 'green'}, {'id': '91235e61-9cb0-4cde-8b64-5a33170a5e05', 'keypoint': {'x': 670, 'y': 519}, 'name': 'blue'}, {'id': '46722570-baf4-46c0-a748-3de4dbdad00b', 'keypoint': {'x': 515, 'y': 474}, 'name': 'green'}, {'id': '37a0207f-51fc-4243-849c-9077f1c335ad', 'keypoint': {'x': 312, 'y': 476}, 'name': 'blue'}, {'id': 'f18103f7-9ea3-4d05-b243-5ffeec14a91a', 'keypoint': {'x': 528, 'y': 386}, 'name': 'blue'}, {'id': '35905460-1308-40a2-8090-36da905f5c33', 'keypoint': {'x': 268, 'y': 398}, 'name': 'orange'}, {'id': '68823135-426b-4c51-b65f-fa95cc39ef4e', 'keypoint': {'x': 161, 'y': 407}, 'name': 'orange'}]
synthetic_image_8.png$[{'id': 'b608c4d3-7812-4ce2-baab-cb4599ee0b07', 'keypoint': {'x': 339, 'y': 566}, 'name': 'blue'}, {'id': '27c294a6-30ba-4207-a9a9-1fde3e3cfeee', 'keypoint': {'x': 27, 'y': 604}, 'name': 'orange'}, {'id': '46526c43-afa7-46e8-b194-b34a64290ae5', 'keypoint': {'x': 84, 'y': 539}, 'name': 'blue'}, {'id': 'b67c77ae-28b6-4f44-a009-d1ed47d436a3', 'keypoint': {'x': 239, 'y': 409}, 'name': 'orange'}, {'id': '087349fa-8b64-4730-8370-f69670b2d34e', 'keypoint': {'x': 34, 'y': 445}, 'name': 'orange'}, {'id': '8bbe3f90-22ae-4e8d-beeb-8dbe3faccb6f', 'keypoint': {'x': 511, 'y': 612}, 'name': 'green'}, {'id': '2d33c3fd-187d-4ae8-bc90-fe5a3a415110', 'keypoint': {'x': 71, 'y': 528}, 'name': 'yellow'}, {'id': 'c8d62198-3c80-428b-b300-6f8c02b4561b', 'keypoint': {'x': 18, 'y': 414}, 'name': 'green'}, {'id': 'b37d358d-4021-4cd9-9bbb-59a733d059ea', 'keypoint': {'x': 442, 'y': 549}, 'name': 'green'}, {'id': 'b4966823-58b8-4e72-88d7-a375ad300cd5', 'keypoint': {'x': 418, 'y': 614}, 'name': 'orange'}]
synthetic_image_9.png$[{'id': 'ae630d4d-75e6-4acf-bca6-84229d5a105e', 'keypoint': {'x': 426, 'y': 583}, 'name': 'yellow'}, {'id': '9c77085f-f002-422b-8c66-50cd6c3d1828', 'keypoint': {'x': 676, 'y': 371}, 'name': 'green'}, {'id': '301f1f1f-46f4-4563-97f4-9a15dd547820', 'keypoint': {'x': 395, 'y': 558}, 'name': 'blue'}, {'id': '224c8390-6af4-48a3-b833-c206426ad7f3', 'keypoint': {'x': 120, 'y': 602}, 'name': 'yellow'}, {'id': '726fa29c-47e2-44b0-8d37-925e59d5cc6b', 'keypoint': {'x': 68, 'y': 393}, 'name': 'yellow'}, {'id': '573822bd-ad85-444a-812d-df5887d9266f', 'keypoint': {'x': 167, 'y': 531}, 'name': 'orange'}, {'id': '4da20b02-439b-4407-91c9-0289634d0e6e', 'keypoint': {'x': 466, 'y': 454}, 'name': 'blue'}, {'id': '88d6eae8-de6b-4d29-8cdc-2196b1eb815d', 'keypoint': {'x': 175, 'y': 429}, 'name': 'yellow'}, {'id': '4d932901-10f5-43e6-bca6-ca7f74bb2eec', 'keypoint': {'x': 688, 'y': 550}, 'name': 'green'}, {'id': '558313d9-4b87-4465-9a6e-40436223d751', 'keypoint': {'x': 164, 'y': 623}, 'name': 'blue'}]
synthetic_image_10.png$[{'id': 'e5a5a2d4-29d2-465f-8a74-f0fd279151f0', 'keypoint': {'x': 146, 'y': 399}, 'name': 'yellow'}, {'id': 'c17c99b8-c8ff-4ee4-9b4f-c1346ebb1b16', 'keypoint': {'x': 249, 'y': 589}, 'name': 'orange'}, {'id': 'd68bfd05-9757-4633-91ce-5735e9fc0437', 'keypoint': {'x': 115, 'y': 408}, 'name': 'orange'}, {'id': '98e26136-59c4-4de9-92d5-c969a6b6da1c', 'keypoint': {'x': 460, 'y': 604}, 'name': 'orange'}, {'id': '487e6c28-b79f-4711-bc6b-4bb3bc6fc2da', 'keypoint': {'x': 242, 'y': 537}, 'name': 'orange'}, {'id': '22d9018a-1848-489e-b7dd-c61c6559a2fa', 'keypoint': {'x': 548, 'y': 524}, 'name': 'blue'}, {'id': 'ecbf7c9f-cb60-4b0c-9658-b03cb115b81d', 'keypoint': {'x': 355, 'y': 375}, 'name': 'blue'}, {'id': '029d76a9-9dde-4de8-99d8-c9cf66ecd9c9', 'keypoint': {'x': 266, 'y': 430}, 'name': 'yellow'}, {'id': '73818195-cb7d-475f-9b3c-41668561964b', 'keypoint': {'x': 373, 'y': 381}, 'name': 'orange'}, {'id': '57fffcd0-e2f1-4b60-beb2-aecafe396bee', 'keypoint': {'x': 347, 'y': 508}, 'name': 'blue'}]
synthetic_image_11.png$[{'id': 'be8f17c9-c7ef-4101-999f-7a57b81562f5', 'keypoint': {'x': 570, 'y': 496}, 'name': 'blue'}, {'id': '945f1d12-91df-4b42-a6e7-6193e58d13fa', 'keypoint': {'x': 98, 'y': 633}, 'name': 'yellow'}, {'id': 'fa936ead-dd44-444f-9bad-3ce9eaedd728', 'keypoint': {'x': 280, 'y': 375}, 'name': 'orange'}, {'id': '59ca2c6b-1791-4c45-95d5-6a4e991e55fa', 'keypoint': {'x': 404, 'y': 519}, 'name': 'green'}, {'id': '354216f9-3c9a-4a9a-a816-8a17d60196c4', 'keypoint': {'x': 588, 'y': 415}, 'name': 'green'}, {'id': '27d2d86e-5cd5-4d0c-a144-1f9cbb8878d5', 'keypoint': {'x': 656, 'y': 420}, 'name': 'orange'}, {'id': '34d2ca4f-30a0-4668-bd32-12a535d94032', 'keypoint': {'x': 409, 'y': 502}, 'name': 'orange'}, {'id': 'eebf214a-deb3-4bbc-8d1d-f732eae8280d', 'keypoint': {'x': 244, 'y': 369}, 'name': 'green'}, {'id': 'd6121ef3-490a-4d19-a32b-acda210c6159', 'keypoint': {'x': 352, 'y': 579}, 'name': 'blue'}, {'id': '73c432e0-4c9e-48f6-985d-a4e7f3ed4de2', 'keypoint': {'x': 370, 'y': 375}, 'name': 'blue'}]
